decision_type,decision_key,signature,count,sample_fid,sample_master,sample_summary,decision,notes
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;,NPC_,1,0001605F,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.521317->0.705679;ZNAM:+;,NPC_,1,0001632B,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.460891->0.092200;ZNAM:+;,NPC_,1,0001632C,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.409650->0.769463;ZNAM:+;,NPC_,1,0001632D,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.467757->0.336741;ZNAM:+;,NPC_,1,0001632E,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.061129->0.061100;ZNAM:+;,NPC_,1,0001632F,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.531999->0.532000;ZNAM:+;,NPC_,1,00016330,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.666036->0.522100;ZNAM:+;,NPC_,1,00016331,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.608570->0.188574;ENAM:+;ZNAM:+;,NPC_,1,00016332,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.940000->0.656972;ZNAM:+;,NPC_,1,00016333,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.444258->0.554400;ZNAM:+;,NPC_,1,00016334,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.701865->0.717948;ENAM:+;ZNAM:+;,NPC_,1,00016335,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.000000->0.138251;ZNAM:+;,NPC_,1,00016336,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.591784->0.369274;ZNAM:+;,NPC_,1,00016337,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.850276->0.426400;ZNAM:+;,NPC_,1,00016338,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.104892->0.119236;ZNAM:+;,NPC_,1,0001633B,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.529038->0.931394;ZNAM:+;,NPC_,1,0001633C,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.415387->0.180059;ZNAM:+;,NPC_,1,0001633D,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.786157->0.169988;ZNAM:+;,NPC_,1,0001633E,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.682272->0.682300;ZNAM:+;,NPC_,1,0001633F,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000000->0.692434;ZNAM:+;,NPC_,1,00016340,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.582324->0.919706;ZNAM:+;,NPC_,1,00016341,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.867092->0.533708;ZNAM:+;,NPC_,1,00016342,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.920000->0.249886;ZNAM:+;,NPC_,1,00016343,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.876064->0.987213;ZNAM:+;,NPC_,1,00016344,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.506302->0.506300;ZNAM:+;,NPC_,1,00016345,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.969115->0.969100;ZNAM:+;,NPC_,1,00016346,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.248634->0.362133;ZNAM:+;,NPC_,1,00016347,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.162267->0.162300;ZNAM:+;,NPC_,1,00016348,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.045381->0.848476;ZNAM:+;,NPC_,1,00016349,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.743584->1.000000;ZNAM:+;,NPC_,1,0001634A,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SNAM:+;ENAM:+;ZNAM:+;,NPC_,1,00016483,Oblivion.esm,"""Record Header+"",SNAM+,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;HNAM:DarkElfMane ""Windswept"" [HAIR:00->Cropped ""Cropped"" [HAIR:0018A891;LNAM:1.000000->0.153109;ZNAM:DefaultCombatRejectPCYield [CSTY->MannimarcoCS [CSTY:05003D62];",NPC_,1,00016487,Oblivion.esm,"""Record Header+"",HNAM,LNAM,ZNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Sorcerer ""Battlemage"" [CLAS:0002;LNAM:0.000000->0.488900;",NPC_,1,00018C63,Oblivion.esm,"""Record Header+"",CNAM,LNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:MerchAlchemist ""Alchemist"" [CLAS->Warlock ""Warlock"" [CLAS:00023E6D;LNAM:1.000000->0.937162;ZNAM:+;",NPC_,1,0001C150,Oblivion.esm,"""Record Header+"",CNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.973052->0.431654;ZNAM:+;,NPC_,1,0001C31F,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.155400->0.112857;ZNAM:+;,NPC_,1,0001C321,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000977->0.060000;ZNAM:+;,NPC_,1,0001C32A,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.819636->0.378124;ZNAM:+;,NPC_,1,0001C32B,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.636525->0.444533;ZNAM:+;,NPC_,1,0001C336,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.332316->0.496506;ZNAM:+;,NPC_,1,0001C343,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;HNAM:BretonTonsure ""Tonsure"" [HAIR:00->ImperialBald ""Thinning"" [HAIR:00;LNAM:0.664296->0.660000;ZNAM:+;",NPC_,1,0001C347,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,HNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.759697->0.793664;ZNAM:+;,NPC_,1,0001C348,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.366405->0.986633;ZNAM:+;,NPC_,1,0001C349,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.671834->0.252632;ZNAM:+;,NPC_,1,0001C34A,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.319926->0.301523;ZNAM:+;,NPC_,1,0001C34B,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.905209->0.562151;ZNAM:+;,NPC_,1,0001C34C,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.196448->0.196400;ZNAM:+;,NPC_,1,0001C455,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.625202->0.371654;ZNAM:+;,NPC_,1,0001C456,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000000->0.319700;ENAM:+;ZNAM:+;,NPC_,1,0001C457,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;FULL:Priest of Arkay->Paladin of Arkay's Circle;SPLO:+;CNAM:Priest ""Priest"" [CLAS:00023785]->Crusader ""Crusader"" [CLAS:000237;",NPC_,1,0001CE9F,Oblivion.esm,"""Record Header+"",FULL,SPLO+,CNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Priest of Arkay->Paladin of Arkay's Circle;SPLO:+;CNAM:Priest ""Priest"" [CLAS:00023785]->Crusader ""Crusader"" [CLAS:000237;ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,0001CEA8,Oblivion.esm,"""Record Header+"",FULL,SPLO+,CNAM,ENAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Priest of Arkay->Paladin of Arkay's Circle;SPLO:+;CNAM:Priest ""Priest"" [CLAS:00023785]->Crusader ""Crusader"" [CLAS:000237;LNAM:0.000000->0.001000;",NPC_,1,0001CEA9,Oblivion.esm,"""Record Header+"",FULL,SPLO+,CNAM,LNAM",keep,
pattern,NPC_|Record Header:+;FULL:Priest of Arkay->Paladin of Arkay's Circle;SPLO:+;ENAM:+;,NPC_,1,0001CEAA,Oblivion.esm,"""Record Header+"",FULL,SPLO+,ENAM+",keep,
pattern,NPC_|Record Header:+;INAM:+;FNAM:5C 55->E6 21;,NPC_,1,0001CF76,Oblivion.esm,"""Record Header+"",INAM+,FNAM",keep,
pattern,NPC_|Record Header:+;SCRI:+;LNAM:0.000000->0.223521;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerCold [CSTY:050114B;,NPC_,1,0001E5E5,Oblivion.esm,"""Record Header+"",SCRI+,LNAM,ENAM+,ZNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->1.000000;,NPC_,1,0001EC12,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.063582;ENAM:+;ZNAM:+;,NPC_,1,0001EC37,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.162786->0.436323;ENAM:+;ZNAM:+;,NPC_,1,0001EC4A,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SCRI:+;FNAM:45 7F->48 1D;,NPC_,1,000222AD,Oblivion.esm,"""Record Header+"",SCRI+,FNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.256024;FNAM:45 7F->48 1D;,NPC_,1,000223AB,Oblivion.esm,"""Record Header+"",LNAM,FNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:1.000000->0.085500;,NPC_,1,000234A7,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.768300->0.354625;,NPC_,1,000234AD,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000000->0.273795;ENAM:+;,NPC_,1,000234BE,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:BladeClass ""Blade Class"" [CLAS:0->BladeClass ""Blade"" [CLAS:0009348;LNAM:0.000000->0.496630;ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,00023999,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ENAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;LNAM:0.000000->0.806546;",NPC_,1,00023E35,Oblivion.esm,"""Record Header+"",RNAM,LNAM",keep,
pattern,NPC_|Record Header:+;LNAM:1.000000->0.238100;FNAM:45 7F->48 1D;,NPC_,1,00023E36,Oblivion.esm,"""Record Header+"",LNAM,FNAM",keep,
pattern,NPC_|Record Header:+;INAM:+;FNAM:45 7F->48 1D;,NPC_,1,00023E39,Oblivion.esm,"""Record Header+"",INAM+,FNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.268873;,NPC_,1,00023F2A,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.517840;ZNAM:+;,NPC_,1,00024166,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;HNAM:OrcTopknot ""Topknot"" [HAIR:00064->OrcTwoBraids ""War Braids"" [HAIR:;LNAM:1.000000->0.000000;ENAM:+;ZNAM:+;",NPC_,1,00024167,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,HNAM,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.291744;,NPC_,1,000251CE,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Archer ""Archer"" [CLAS:0002378B]->Sorcerer ""Battlemage"" [CLAS:0002;ZNAM:+;",NPC_,1,00026B4D,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->OscuroUOPMQ11Allies ""MQ11 Allies;LNAM:0.398114->0.398100;ZNAM:+;",NPC_,1,00026EB4,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->OscuroUOPMQ11Allies ""MQ11 Allies;LNAM:0.157567->0.571795;ZNAM:+;",NPC_,1,00026F20,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->KvatchSoldier ""Kvatch Guard"" [CL;ZNAM:+;",NPC_,1,000270F6,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.768370;,NPC_,1,00028007,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->KvatchSoldier ""Kvatch Guard"" [CL;LNAM:0.000000->0.001000;",NPC_,1,00028036,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.480000->0.880300;,NPC_,1,000280C8,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,NPC_|Record Header:+;ZNAM:+;FNAM:5C 55->E6 21;,NPC_,1,00028F9D,Oblivion.esm,"""Record Header+"",ZNAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Janus Hassildor->Count Janus Hassildor;INAM:+;CNAM:Noble ""Noble"" [CLAS:00023E63]->JanusMageClass ""Janus Mage Class;LNAM:0.000000->0.001000;ZNAM:+;",NPC_,1,00028FAE,Oblivion.esm,"""Record Header+"",FULL,INAM+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Sorcerer ""Battlemage"" [CLAS:0002;LNAM:1.000000->0.183900;",NPC_,1,000293ED,Oblivion.esm,"""Record Header+"",CNAM,LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:1.000000->0.783532;,NPC_,1,000294C3,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;LNAM:0.000000->0.824742;ENAM:+;",NPC_,1,0002AF3E,Oblivion.esm,"""Record Header+"",RNAM,SPLO+,LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Spellsword ""Spellsword"" [CLAS:00->Nightblade ""Nightblade"" [CLAS:00;ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,0002AF42,Oblivion.esm,"""Record Header+"",CNAM,ENAM+,FNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.536098;ZNAM:+;,NPC_,1,0002C623,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;LNAM:0.887051->0.887100;ZNAM:+;",NPC_,1,0002CA36,Oblivion.esm,"""Record Header+"",RNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.117258;ZNAM:+;,NPC_,1,0002CB2D,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SCRI:+;ZNAM:+;FNAM:5C 55->E6 21;,NPC_,1,0002CD1E,Oblivion.esm,"""Record Header+"",SCRI+,ZNAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:Spellsword ""Spellsword"" [CLAS:00->BANUOPTrainerSpellsword ""Spellsw;ENAM:+;",NPC_,1,0002CD1F,Oblivion.esm,"""Record Header+"",CNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;LNAM:0.000000->0.001000;ZNAM:+;",NPC_,1,0002D01E,Oblivion.esm,"""Record Header+"",RNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.735619;,NPC_,1,0002D71F,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.062577;ZNAM:+;,NPC_,1,0002FB2B,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ENAM:+;",NPC_,1,00030148,Oblivion.esm,"""Record Header+"",RNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;LNAM:0.000000->0.001000;ZNAM:+;",NPC_,1,00030196,Oblivion.esm,"""Record Header+"",CNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.163663;ZNAM:+;,NPC_,1,000301C4,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;LNAM:0.000000->0.001000;ZNAM:+;",NPC_,1,00031C23,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.213996->0.526780;ZNAM:+;,NPC_,1,00032AEC,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.919401->0.200140;ZNAM:+;,NPC_,1,00032AED,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.649586->0.123814;ZNAM:+;,NPC_,1,00032AEE,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.528245->0.713200;ZNAM:+;,NPC_,1,00032AF0,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.743187->0.853999;ZNAM:+;,NPC_,1,00032AF1,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.613500->0.432478;ZNAM:+;,NPC_,1,00032AF2,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.840205->0.810200;ZNAM:+;,NPC_,1,00032AF5,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.457717->0.986297;ZNAM:+;,NPC_,1,00032AF6,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.763146->0.886380;ZNAM:+;,NPC_,1,00032AF7,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.179724->0.438459;ZNAM:+;,NPC_,1,00032AF8,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000000->0.035430;ZNAM:+;,NPC_,1,00032AF9,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.245200->0.699789;ZNAM:+;,NPC_,1,00032AFA,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.690909->0.102573;ZNAM:+;,NPC_,1,00032AFB,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FNAM:7E 34->B6 03;,NPC_,1,00033900,Oblivion.esm,"""Record Header+"",FNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Pilgrim ""Pilgrim"" [CLAS:00000832->Pilgrim ""Witchhunter"" [CLAS:0000;ENAM:+;",NPC_,1,00034870,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Sorcerer ""Battlemage"" [CLAS:0002;LNAM:0.000000->0.466432;ZNAM:+;",NPC_,1,00034E15,Oblivion.esm,"""Record Header+"",CNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Hannibal Traven->Arch-Mage Hannibal Traven;LNAM:0.000000->0.017709;ENAM:+;ZNAM:+;,NPC_,1,00034E16,Oblivion.esm,"""Record Header+"",FULL,LNAM,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Healer ""Healer"" [CLAS:00000910]->Herald ""Herald"" [CLAS:000980DC];",NPC_,1,00034E6B,Oblivion.esm,"""Record Header+"",CNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.621616;,NPC_,1,00034E6D,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
