diff_pattern_key,count,sample_target_fid,sample_target_master,sample_signature,sample_change_summary
GMST|Record Header:+;,4,3D008814|Oscuro's_Oblivion_Overhaul.esp|GMST|"""Record Header+"""
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.475387->0.588122;ZNAM:+;,1,000700C2|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.875484->0.848567;ZNAM:+;,1,000700C3|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.202795->0.455519;ZNAM:+;,1,000700C5|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.363475->0.191168;ZNAM:+;,1,000700C6|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.894223->0.894200;ZNAM:+;,1,000700C7|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.860805->0.860800;ZNAM:+;,1,000700C8|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.848900->0.783990;ZNAM:+;,1,000700C9|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.251106->0.593432;ZNAM:+;,1,000700CB|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.121464->0.121500;ZNAM:+;,1,000700CD|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;ENAM:+;ZNAM:+;,1,00071F37|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,ENAM+,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.670783;ZNAM:+;,1,00073296|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.737053;ZNAM:+;,1,000732D3|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;,1,000738DB|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,ENAM+,ZNAM+,FNAM"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.652943->0.723197;ZNAM:+;,1,000752EE|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.060396->0.690939;ZNAM:+;,1,000752EF|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.797143->0.115940;ZNAM:+;,1,000752F0|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.805567->0.805600;ZNAM:+;,1,000752F1|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.587756->0.587800;ZNAM:+;,1,000752F2|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.447005->0.602496;ZNAM:+;,1,000752F3|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.271340->0.723075;ZNAM:+;,1,000752F4|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.900000->0.711539;ZNAM:+;,1,000752F5|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.631794->0.066988;ZNAM:+;,1,000752F6|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.088412->0.905942;ZNAM:+;,1,000752F7|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.021393->0.364177;ZNAM:+;,1,000752F8|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.335307->0.335300;ZNAM:+;,1,000752F9|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;INAM:+;,2,0007B3A6|Oblivion.esm|NPC_|"""Record Header+"",INAM+"
"NPC_|Record Header:+;INAM:+;HNAM:HighElfClassic ""Oiled"" [HAIR:000->WoodElfFringes ""Stick Twist"" [HA;LNAM:0.537156->0.537200;",1,0007B3A7|Oblivion.esm|NPC_|"""Record Header+"",INAM+,HNAM,LNAM"
NPC_|Record Header:+;INAM:+;LNAM:0.367077->0.367100;,1,0007B3A8|Oblivion.esm|NPC_|"""Record Header+"",INAM+,LNAM"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.457106->0.386517;ZNAM:+;,1,000837F1|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.498764->0.703940;ZNAM:+;,1,000837F2|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Warder;SPLO:+;SCRI:+;LNAM:0.036714->0.036700;ZNAM:+;,1,000837F3|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.493423->0.493400;ZNAM:+;,1,000837F4|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
"NPC_|Record Header:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizard ""Bandit Wizard"" [CL;ENAM:+;FNAM:45 7F->48 1D;",1,0008595B|Oblivion.esm|NPC_|"""Record Header+"",CNAM,ENAM+,FNAM"
"NPC_|Record Header:+;SPLO:+;CNAM:BanditBoss ""Bandit Boss"" [CLAS:0->BanditMissile ""Bandit Archer"" [C;ZNAM:+;",1,0008595D|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,ZNAM+"
"NPC_|Record Header:+;FULL:Dark Brotherhood Murderer->Marcus;SPLO:+;HNAM:ElfBraid ""Wind Braids"" [HAIR:000->HighElfpony ""Rogue Knot"" [HAIR:0;LNAM:1.000000->0.560000;ZNAM:+;",1,00086753|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,HNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;FULL:Dark Brotherhood Murderer->Nicci;HNAM:MediumLength ""Loose"" [HAIR:00027->Ponytail ""Ponytail"" [HAIR:0002C4;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;",1,00086754|Oblivion.esm|NPC_|"""Record Header+"",FULL,HNAM,LNAM,ENAM+,ZNAM+,FNAM"
"NPC_|Record Header:+;FULL:Dark Brotherhood Murderer->S'karri;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;HNAM:KhajiitMane ""Mane"" [HAIR:000653D->KhajiitEarrings ""Earrings"" [HAIR;LNAM:1.000000->0.530000;ZNAM:+;",1,00086755|Oblivion.esm|NPC_|"""Record Header+"",FULL,RNAM,SPLO+,HNAM,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Necromancer->Master of the Dead;SCRI:+;ZNAM:+;,1,00086772|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.000000->0.750069;ZNAM:+;,1,000908B9|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.148867;ZNAM:+;,1,000908BB|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
"NPC_|Record Header:+;CNAM:GuardBattlemage ""Guard Battlemag->GuardBattlemage ""Wache-Kampfmagi;LNAM:1.000000->0.172643;ENAM:+;ZNAM:+;",1,0009263A|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;CNAM:GuardBattlemage ""Guard Battlemag->GuardBattlemage ""Wache-Kampfmagi;ENAM:+;ZNAM:+;",1,0009263B|Oblivion.esm|NPC_|"""Record Header+"",CNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;CNAM:GuardBattlemage ""Guard Battlemag->GuardBattlemage ""Wache-Kampfmagi;LNAM:0.370983->0.371000;ZNAM:+;",1,00092642|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ZNAM+"
"NPC_|Record Header:+;CNAM:GuardBattlemage ""Guard Battlemag->GuardBattlemage ""Wache-Kampfmagi;LNAM:0.744072->0.914029;ZNAM:+;",1,00092643|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Prison Guard;SPLO:+;LNAM:0.872524->0.261177;ZNAM:+;,1,00092B02|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Prison Guard;SPLO:+;SCRI:ICPrisonGuardScript [SCPT:00007E->DieYouDamnVanillaGuarDie [SCPT:0;LNAM:0.300302->0.737846;ZNAM:+;,1,00092B03|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Prison Guard;SPLO:+;ZNAM:+;,1,00092B04|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Prison Guard;SPLO:+;LNAM:0.446028->0.613483;ZNAM:+;,1,00092B05|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;FULL:Imperial Watch->Imperial Prison Guard;SPLO:+;SCRI:ICPrisonGuardScript [SCPT:00007E->DieYouDamnVanillaGuarDie [SCPT:0;LNAM:0.218024->0.274331;ZNAM:+;,1,00092B06|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,SCRI,LNAM,ZNAM+"
"NPC_|Record Header:+;FULL:Imperial Watch->Imperial Prison Guard;SPLO:+;HNAM:BretonTonsure ""Tonsure"" [HAIR:00->ImperialHeadband ""Military"" [HAI;LNAM:0.835170->0.106632;ZNAM:+;",1,00092B07|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,HNAM,LNAM,ZNAM+"
NPC_|Record Header:+;LNAM:0.000000->0.771719;,1,00093CD4|Oblivion.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;SCRI:+;LNAM:0.000000->0.001000;ZNAM:+;,1,000947A9|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SCRI:+;ZNAM:+;FNAM:45 7F->48 1D;,1,000947AA|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,ZNAM+,FNAM"
NPC_|Record Header:+;SCRI:+;LNAM:0.736961->0.737000;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;,1,000947AB|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,LNAM,ENAM+,ZNAM+,FNAM"
NPC_|Record Header:+;SCRI:+;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;,4,000947AC|Oblivion.esm|NPC_|"""Record Header+"",SCRI+,ENAM+,ZNAM+,FNAM"
NPC_|Record Header:+;LNAM:0.730000->0.500626;ENAM:+;,1,00094E85|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ENAM+"
NPC_|Record Header:+;LNAM:0.000000->0.105594;,1,00094E86|Oblivion.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;FULL:Captain Gepard Montrose->Gepard Montrose;SPLO:+;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;,1,00095331|Oblivion.esm|NPC_|"""Record Header+"",FULL,SPLO+,LNAM,ENAM+,ZNAM+,FNAM"
"NPC_|Record Header:+;CNAM:Warrior ""Warrior"" [CLAS:00023787->HindarilClass [CLAS:C401C494];LNAM:0.677328->0.677300;ZNAM:+;",1,000977DA|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.099918->0.479659;ZNAM:+;,1,00097C79|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.461266;,1,0009829B|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM"
NPC_|Record Header:+;SPLO:+;SCRI:BravilCastleGuardScript [SCPT:00->DieYouDamnVanillaGuarDie [SCPT:0;ZNAM:+;,1,000982FA|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI,ZNAM+"
NPC_|Record Header:+;FULL:Sigil Keeper->Sigil Master;SCRI:+;ZNAM:+;,1,0009C226|Oblivion.esm|NPC_|"""Record Header+"",FULL,SCRI+,ZNAM+"
NPC_|Record Header:+;LNAM:0.000000->0.001000;ZNAM:NPCBanditMissile [CSTY:000CA0D7]->NPCBanditMissileCold [CSTY:05011;,1,000A2ADD|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ZNAM"
"NPC_|Record Header:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizard ""Bandit Wizard"" [CL;FNAM:45 7F->48 1D;",1,000A2ADE|Oblivion.esm|NPC_|"""Record Header+"",CNAM,FNAM"
"NPC_|Record Header:+;CNAM:MarauderMage ""Marauder Mage"" [CL->BanditWizard ""Bandit Wizard"" [CL;LNAM:0.000000->0.001000;ZNAM:NPCMarauderMage [CSTY:000CA0D3]->UOPMarauderMageNoYield [CSTY:0C0;",1,000A2AE1|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ZNAM"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ZNAM:+;",1,000A2AE2|Oblivion.esm|NPC_|"""Record Header+"",RNAM,ZNAM+"
NPC_|Record Header:+;ZNAM:+;FNAM:7E 34->B6 03;,1,000A2AE3|Oblivion.esm|NPC_|"""Record Header+"",ZNAM+,FNAM"
"NPC_|Record Header:+;CNAM:BanditMissile ""Bandit Archer"" [C->Hunter ""Hunter"" [CLAS:00023D9C];LNAM:0.000000->0.001000;ZNAM:NPCBanditMissile [CSTY:000CA0D7]->UOPBanditMissileNoYield [CSTY:0C;",1,000A2AE6|Oblivion.esm|NPC_|"""Record Header+"",CNAM,LNAM,ZNAM"
"NPC_|Record Header:+;SPLO:+;CNAM:BladeClass ""Blade Class"" [CLAS:0->BladeClass ""Blade"" [CLAS:0009348;ENAM:+;ZNAM:+;FNAM:45 7F->48 1D;",1,000A3166|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,CNAM,ENAM+,ZNAM+,FNAM"
NPC_|Record Header:+;SPLO:+;FNAM:45 7F->48 1D;,1,000ACE73|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.001000;ZNAM:+;,1,000B1670|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;ZNAM:+;FNAM:45 7F->48 1D;,1,000C45B5|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,ZNAM+,FNAM"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.872463->0.432142;ZNAM:+;,1,000C7619|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;LNAM:0.000000->0.639190;ZNAM:+;,1,000C80FD|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ZNAM+"
NPC_|Record Header:+;HNAM:+;LNAM:+;ENAM:+;ZNAM:+;,2,000C8C6C|Oblivion.esm|NPC_|"""Record Header+"",HNAM+,LNAM+,ENAM+,ZNAM+"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;HNAM:+;LNAM:+;ENAM:+;",1,000CD327|Oblivion.esm|NPC_|"""Record Header+"",RNAM,SPLO+,HNAM+,LNAM+,ENAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.612384->0.612400;ZNAM:+;,1,0010D759|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.945463->0.945500;ZNAM:+;,1,00115DF6|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.258126->0.258100;ZNAM:+;,1,00115DF7|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.833600->0.771752;ENAM:+;ZNAM:+;,1,00115DF8|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.633137->0.173528;ZNAM:+;,1,00115DF9|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.053652->0.009095;ZNAM:+;,1,00115DFA|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.254738->0.254700;ZNAM:+;,1,00115DFB|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.987884->0.058901;ZNAM:+;,1,00115DFC|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.156652->0.156700;ZNAM:+;,1,00115DFD|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.894131->0.078890;ZNAM:+;,1,00115DFE|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;LNAM:0.000000->0.007156;,1,0014C46E|Oblivion.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;LNAM:0.000000->0.351272;ENAM:+;,1,0014C46F|Oblivion.esm|NPC_|"""Record Header+"",LNAM,ENAM+"
NPC_|Record Header:+;SPLO:+;SCRI:SQ02LerexusScript [SCPT:0018918D->BANLerexusCallidusScript [SCPT:0;,1,00181C68|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI"
"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Knight ""Knight"" [CLAS:00000836]->Warrior ""Warrior"" [CLAS:00023787;LNAM:0.497208->0.399731;ZNAM:+;",1,00181D1E|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+"
NPC_|Record Header:+;ENAM:+;ZNAM:DefaultCombatRejectPCYield [CSTY->NPCNecromancerBoss [CSTY:0501B0F;FNAM:45 7F->48 1D;,1,00185378|Oblivion.esm|NPC_|"""Record Header+"",ENAM+,ZNAM,FNAM"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.700369->0.507248;ZNAM:+;,1,0018B118|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.045900->0.279122;ZNAM:+;,1,0018BA85|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.863247->0.656301;ZNAM:+;,1,0018BA87|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.804895->0.359630;ZNAM:+;,1,0018BA88|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;LNAM:0.284463->0.427992;ZNAM:+;,1,0018D1F4|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.155248->0.379955;ZNAM:+;,1,0018D4CF|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.983490->0.156621;ZNAM:+;,1,0018D7D8|Oblivion.esm|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+"
"NPC_|Record Header:+;CNAM:BanditMelee ""Bandit"" [CLAS:00034->ArenaCombatantLightArcher ""Arena;",4,04001116|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",CNAM"
NPC_|Record Header:+;ZNAM:DefaultBanditsOOO [CSTY:05025242->DefaultValenArcherCold [CSTY:050;,1,0400113D|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",ZNAM"
NPC_|Record Header:+;FULL:Ghostly Warrior->Spectral Soldier;,5,0400312E|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Champion;,9,04003635|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;FULL:Pilgrim of Akatosh->Priest of Akatosh;SCRI:+;CNAM:Pilgrim ""Pilgrim"" [CLAS:00000832->OblivifallLMRChapelHealer ""Heale;LNAM:0.000000->0.048675;",1,040039D6|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM,LNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMeleeSword ""Briarborn Knig;",1,04003A0E|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;",6,04003A0F|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;RNAM:Redguard ""Redguard"" [RACE:00000D->Imperial ""Imperial"" [RACE:000009;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;HNAM:RedguardClassic ""Frizzy"" [HAIR:0->Cropped ""Cr",1,04003A10|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,LNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Nord ""Nord"" [RACE:000224FD];CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:WoodElfFringes ""Stick Twist"" [HA->NordBaldPony ""Ga",1,04003A11|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,LNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Hunter;RNAM:DarkElf ""Dark Elf"" [RACE:000191C->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:ElfBraid ""Wind Braids"" [HAIR:000->KhajiitDred",1,04003A12|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Redguard ""Redguard"" [RACE:00000D;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";",1,04003A13|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM"
"NPC_|Record Header:+;FULL:Amazon Raging Priestess->Briarborn Hedge Witch;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;ENAM:+;",2,04003A14|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM,ENAM+"
"NPC_|Record Header:+;FULL:Amazon Raging Priestess->Briarborn Hedge Witch;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;LNAM:0.000000->0.794512;",1,04003A15|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM,LNAM"
"NPC_|Record Header:+;EDID:BanditAmazonBossFemale5->BanditAmazonBossFemale2Scythe;FULL:Amazon Wise Mother->Briarborn Chosen;RNAM:Redguard ""Redguard"" [RACE:00000D->Nord ""Nord"" [RACE:000224FD];CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn ",1,04003A16|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",EDID,FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;HNAM:+;LNAM:+;ENAM:+;",1,04003A17|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM,HNAM+,LNAM+,ENAM+"
