target_fid,target_master,signature,editor_id,record_name,change_summary,diff_pattern_key,ooo_touch_reason,target_record_in_current_ooo,recommend
3D010860,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010860] (Places skelPelvis01 ""Bone"" [MISC:00023881] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010861,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010861] (Places skelRibcage01 ""Bones"" [MISC:00023882] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010862,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010862] (Places skelBigBone01 ""Bone"" [MISC:0001DE26] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010863,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010863] (Places BanditMissileMale2B ""Bandit Bowman"" [NPC_:05003F07] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010864,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010864] (Places BanditMeleeMale5A ""Bandit"" [NPC_:05010EB3] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010865,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010865] (Places BanditMissileMale4B ""Bandit Bowman"" [NPC_:00069AD3] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010866,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010866] (Places ZOOODungSackMid02Treasury ""Sack"" [CONT:05027DC2] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010867,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010867] (Places ZOOODungChestMiddle01UpperAlchMag ""Rune Studded Chest"" [CONT:05028D14] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010868,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010868] (Places ZOOODungChestMiddle01UpperAlchMag ""Rune Studded Chest"" [CONT:05028D14] in DoomedMine ""High Fissure Mine"" [CELL:00015C2E])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
000CAB80,Oblivion.esm,REFR,,"[REFR:000CAB80] (Places LL1ConjurerDaeda50A [LVLC:0500947A] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1ConjurerBossLvl100 [LVLC:0004->LL1ConjurerDaeda50A [LVLC:050094;XESP:+;,references_ooo,present,review
000CABAE,Oblivion.esm,REFR,,"[REFR:000CABAE] (Places LL1ConjurerDaedaLvl100A [LVLC:0500947C] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1ConjurerDaedaLvl100 [LVLC:000->LL1ConjurerDaedaLvl100A [LVLC:05;XESP:+;,references_ooo,present,review
000CABAF,Oblivion.esm,REFR,,"[REFR:000CABAF] (Places LL1Daedra50A [LVLC:050094A0] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1Daedra50 [LVLC:00034099]->LL1Daedra50A [LVLC:050094A0];XESP:+;,references_ooo,present,review
000CAC41,Oblivion.esm,REFR,,"[REFR:000CAC41] (Places LL2ConjurerZLair100 [LVLC:0502438B] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL2ConjurerLair100 [LVLC:000340E->LL2ConjurerZLair100 [LVLC:050243;XESP:+;,references_ooo,present,review
000CAC46,Oblivion.esm,REFR,,"[REFR:000CAC46] (Places LL1ConjurerZBoss100 [LVLC:05024383] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1ConjurerBossLvl100 [LVLC:0004->LL1ConjurerZBoss100 [LVLC:050243;XESP:+;,references_ooo,present,review
000CAC8F,Oblivion.esm,REFR,,"[REFR:000CAC8F] (Places LL2ConjurerZLair100 [LVLC:0502438B] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL2ConjurerLair100 [LVLC:000340E->LL2ConjurerZLair100 [LVLC:050243;XESP:+;,references_ooo,present,review
000CACD4,Oblivion.esm,REFR,,"[REFR:000CACD4] (Places XBloodRobeOOO ""Robe of the Astral Lord"" [CLOT:05048F74] in FortRayles02 ""Fort Rayles Hall of Winter"" [CELL:000CAB7E])","Cell+,""Record Header+"",NAME","REFR|Cell:+;Record Header:+;NAME:MageRobe ""Mage's Robe"" [CLOT:000->XBloodRobeOOO ""Robe of the Astra;",references_ooo,present,review
3D0108EB,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:560108EB] (Places ZOOODungChestMiddle01UpperTreasury ""Studded Chest"" [CONT:050229C4] in InfestedMine02 ""Brena Spring Mine Old Works"" [CELL:00015C38])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D0108EC,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:560108EC] (Places ZOOODungChestMiddle01UpperTreasury ""Studded Chest"" [CONT:050229C4] in InfestedMine02 ""Brena Spring Mine Old Works"" [CELL:00015C38])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D0108ED,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:560108ED] (Places ZOOODungChestMiddle02UpperArmoryLesser ""Fine Banded Chest"" [CONT:050229C5] in InfestedMine02 ""Brena Spring Mine Old Works"" [CELL:00015C38])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D0108EE,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:560108EE] (Places ZOOODungConjChestLowAlchemy ""Elegant Chest"" [CONT:05041FFF] in InfestedMine02 ""Brena Spring Mine Old Works"" [CELL:00015C38])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D0108EF,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:560108EF] (Places OrcAdventurerRandom10 [LVLC:0018AC02] in InfestedMine02 ""Brena Spring Mine Old Works"" [CELL:00015C38])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
000A436F,Oblivion.esm,REFR,,"[REFR:000A436F] (Places LL1VampireZ100 [LVLC:0500349A] in LipsandTarn ""Lipsand Tarn"" [CELL:00016624])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100 [LVLC:0500349A];XESP:+;,references_ooo,present,review
000A4371,Oblivion.esm,REFR,,"[REFR:000A4371] (Places LL1VampireZ100 [LVLC:0500349A] in LipsandTarn ""Lipsand Tarn"" [CELL:00016624])","Cell+,""Record Header+"",NAME",REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100 [LVLC:0500349A];,references_ooo,present,review
000CAB67,Oblivion.esm,REFR,,"[REFR:000CAB67] (Places ZOOODungVampireMidAlyied01TreasuryT100 ""Ayleid Cask"" [CONT:05024451] in LipsandTarn ""Lipsand Tarn"" [CELL:00016624])","Cell+,""Record Header+"",NAME,XLOC+","REFR|Cell:+;Record Header:+;NAME:DungVampireChestAlyied01 ""Ayleid->ZOOODungVampireMidAlyied01Treasu;XLOC:+;",references_ooo,present,review
000CAB7C,Oblivion.esm,REFR,,"[REFR:000CAB7C] (Places LL1VampireZ100 [LVLC:0500349A] in LipsandTarn ""Lipsand Tarn"" [CELL:00016624])","Cell+,""Record Header+"",NAME",REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100 [LVLC:0500349A];,references_ooo,present,review
000A0B74,Oblivion.esm,REFR,,"[REFR:000A0B74] (Places LL1UndeadEtherealWarriorWeak100 [LVLC:0500399A] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+"",NAME",REFR|Cell:+;Record Header:+;NAME:LL2Tomb100 [LVLC:000340CF]->LL1UndeadEtherealWarriorWeak100 ;,references_ooo,present,review
000A0B75,Oblivion.esm,REFR,,"[REFR:000A0B75] (Places LL1UndeadEtherealWarriorWeak50 [LVLC:0502ACF5] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+"",NAME",REFR|Cell:+;Record Header:+;NAME:LL2Tomb100 [LVLC:000340CF]->LL1UndeadEtherealWarriorWeak50 [;,references_ooo,present,review
3D010A01,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A01] (Places AyleidArrowEnchFire ""Molag Pilin"" [AMMO:05051395] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A03,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A03] (Places LL1UndeadEtherealWarriorWeak100 [LVLC:0500399A] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A04,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A04] (Places LL1UndeadEtherealWolf50 [LVLC:050039BE] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A05,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A05] (Places ZOOODungAyleidLow01Treasury ""Ayleid Cask"" [CONT:0502AD03] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A06,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A06] (Places ZOOODungAyleidNob02Magic ""Ayleid Cask"" [CONT:05025903] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A07,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A07] (Places ZOOODungAyleidLow02Armory ""Ayleid Cask"" [CONT:0502AD01] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A08,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A08] (Places ZOOODungVampireMidAlyied02ArmoryWiz ""Ayleid Cask"" [CONT:0502444A] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
3D010A09,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A09] (Places ZOOODungAyleidLow02Armory ""Ayleid Cask"" [CONT:0502AD01] in Rielle ""Rielle"" [CELL:00016639])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
00083681,Oblivion.esm,REFR,ArpeniaBeast3Ref,"ArpeniaBeast3Ref [REFR:00083681] (Places LL2RaiderLair100 [LVLC:05024378] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+"",EDID+,NAME,XESP+",REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL2RaiderLair100 [LVLC:05024378];XESP:+;,references_ooo,present,review
00083682,Oblivion.esm,REFR,ArpeniaBeast1Ref,"ArpeniaBeast1Ref [REFR:00083682] (Places LL2RaiderLair100 [LVLC:05024378] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+"",EDID+,NAME,XESP+",REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL2RaiderLair100 [LVLC:05024378];XESP:+;,references_ooo,present,review
00083684,Oblivion.esm,REFR,ArpeniaBeast5Ref,"ArpeniaBeast5Ref [REFR:00083684] (Places LL1RaiderMelee50 [LVLC:05049DB2] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+"",EDID+,NAME,XESP+",REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL1RaiderMelee50 [LVLC:05049DB2];XESP:+;,references_ooo,present,review
00083685,Oblivion.esm,REFR,ArpeniaBeast6Ref,"ArpeniaBeast6Ref [REFR:00083685] (Places LL2RaiderLair100 [LVLC:05024378] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+"",EDID+,NAME,XESP+",REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL2RaiderLair100 [LVLC:05024378];XESP:+;,references_ooo,present,review
00083686,Oblivion.esm,REFR,ArpeniaBeast7Ref,"ArpeniaBeast7Ref [REFR:00083686] (Places LL2RaiderLair100 [LVLC:05024378] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+"",EDID+,NAME,XESP+",REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL2RaiderLair100 [LVLC:05024378];XESP:+;,references_ooo,present,review
00083687,Oblivion.esm,REFR,ArpeniaBeast8Ref,"ArpeniaBeast8Ref [REFR:00083687] (Places LL1RaiderBoss100 [LVLC:0502437F] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+"",EDID+,NAME,XESP+",REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL1RaiderBoss100 [LVLC:0502437F];XESP:+;,references_ooo,present,review
3D010A4E,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010A4E] (Places LL1RaiderBoss100 [LVLC:0502437F] in Arpenia ""Arpenia"" [CELL:0002C56F])","Cell+,""Record Header+""",REFR|Cell:+;Record Header:+;,owns_record,present,review
000A7F52,Oblivion.esm,REFR,,"[REFR:000A7F52] (Places LL0Mountainleopard100 [LVLC:05004235] in ReedstandCave02 ""Reedstand Canyon"" [CELL:000A794F])","Cell+,""Record Header+"",NAME",REFR|Cell:+;Record Header:+;NAME:LL1MythicEnemyBossLvl100 [LVLC:0->LL0Mountainleopard100 [LVLC:0500;,references_ooo,present,review
000A7F5C,Oblivion.esm,REFR,,"[REFR:000A7F5C] (Places LL0Mountainleopard100 [LVLC:05004235] in ReedstandCave02 ""Reedstand Canyon"" [CELL:000A794F])","Cell+,""Record Header+"",NAME",REFR|Cell:+;Record Header:+;NAME:LL2MythicEnemyLair100 [LVLC:0003->LL0Mountainleopard100 [LVLC:0500;,references_ooo,present,review
3D010AAB,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010AAB] (Places ZOOOChestUpper02NobleMagic ""Elaborate Runed Chest"" [CONT:0501C24F] in BravilMagesGuild3rdFloor ""Bravil Mages Guild 3rd Floor"" [CELL:00051B8F])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
000A3B9D,Oblivion.esm,REFR,,"[REFR:000A3B9D] (Places UpperPitcherCeramic01fine ""Fine Ceramic Pitcher"" [MISC:050021BE] in CheydinhalMagesGuild ""Cheydinhal Mages Guild"" [CELL:0002E545])","Cell+,""Record Header+"",NAME,XOWN+","REFR|Cell:+;Record Header:+;NAME:UpperPitcherCeramic01 ""Ceramic P->UpperPitcherCeramic01fine ""Fine ;XOWN:+;",references_ooo,present,review
000A3B9E,Oblivion.esm,REFR,,"[REFR:000A3B9E] (Places UpperPitcherCeramic01fine ""Fine Ceramic Pitcher"" [MISC:050021BE] in CheydinhalMagesGuild ""Cheydinhal Mages Guild"" [CELL:0002E545])","Cell+,""Record Header+"",NAME,XOWN+","REFR|Cell:+;Record Header:+;NAME:UpperPitcherCeramic01 ""Ceramic P->UpperPitcherCeramic01fine ""Fine ;XOWN:+;",references_ooo,present,review
3D010B12,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010B12] (Places zBook3ValuableMeteoricWeapons ""Implements of Violence"" [BOOK:05011574] in CheydinhalMagesGuild ""Cheydinhal Mages Guild"" [CELL:0002E545])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010B19,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010B19] (Places TandMageChestOOO ""Guild Storage"" [CONT:05048A2E] in CheydinhalMagesGuild ""Cheydinhal Mages Guild"" [CELL:0002E545])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
00054685,Oblivion.esm,REFR,,"[REFR:00054685] (Places LL0WolfWarg50 [LVLC:050282F5] in NisinCave ""Nisin Cave"" [CELL:000149B6])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL2MythicEnemyLair75 [LVLC:00034->LL0WolfWarg50 [LVLC:050282F5];XESP:+;,references_ooo,present,review
000A0F48,Oblivion.esm,REFR,,"[REFR:000A0F48] (Places LL1MinotaurLord50 [LVLC:05025E12] in Nonungalo02 ""Halls of Nonungalo"" [CELL:000A04E8])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1MythicEnemyBossLvl100 [LVLC:0->LL1MinotaurLord50 [LVLC:05025E12;XESP:+;,references_ooo,present,review
000A0F4A,Oblivion.esm,REFR,,"[REFR:000A0F4A] (Places LL1MinotaurTitan100 [LVLC:05023E89] in Nonungalo02 ""Halls of Nonungalo"" [CELL:000A04E8])","Cell+,""Record Header+"",NAME,XESP+",REFR|Cell:+;Record Header:+;NAME:LL1MythicEnemy100 [LVLC:000340B1->LL1MinotaurTitan100 [LVLC:05023E;XESP:+;,references_ooo,present,review
3D010CAF,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010CAF] (Places LL2BanditCaves50 [LVLC:00034085] in ShatteredMine ""Hidden Rock Mine"" [CELL:00015C30])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010CB0,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010CB0] (Places ZOOODungChestMiddle02LowerArmory ""Banded Chest"" [CONT:0501F2B7] in ShatteredMine ""Hidden Rock Mine"" [CELL:00015C30])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010CB1,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010CB1] (Places ZOOODungDarkJewelry01Middle ""Common Jewelry Box"" [CONT:05022A0A] in ShatteredMine ""Hidden Rock Mine"" [CELL:00015C30])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D14,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010D14] (Places DeadCaptiveZg ""Dead Captive"" [NPC_:0502A11B] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D15,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010D15] (Places DeadCaptiveZf ""Dead Captive"" [NPC_:0502A11A] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D16,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010D16] (Places DeadCaptiveZd ""Dead Captive"" [NPC_:05029C10] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D17,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010D17] (Places DeadCaptiveZc ""Dead Captive"" [NPC_:0502922B] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D18,Oscuro's_Oblivion_Overhaul.esp,ACHR,,"[ACHR:56010D18] (Places DeadCaptiveZd ""Dead Captive"" [NPC_:05029C10] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",ACHR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D19,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D19] (Places LL1AmazonBoss100 [LVLC:05024381] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D1A,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D1A] (Places LL2AmazonLair50 [LVLC:0504D5BA] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D1B,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D1B] (Places ZOOODungChestNobleAlchemyLesser ""Elegant Chest"" [CONT:050229CB] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D1C,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D1C] (Places ZOOODungChestMiddle01UpperTreasuryLesser ""Studded Chest"" [CONT:050229C3] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D1D,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D1D] (Places LL2AmazonLair50 [LVLC:0504D5BA] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D1E,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D1E] (Places skelBigBone01 ""Bone"" [MISC:0001DE26] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D1F,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D1F] (Places skelBoneThin01 ""Bone"" [MISC:000223A8] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D20,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D20] (Places skelClavicle01 ""Bone"" [MISC:00023880] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D21,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D21] (Places skelPelvis01 ""Bone"" [MISC:00023881] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D22,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D22] (Places skelBigBone01 ""Bone"" [MISC:0001DE26] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D23,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D23] (Places skelBoneThin01 ""Bone"" [MISC:000223A8] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D24,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D24] (Places skelClavicle01 ""Bone"" [MISC:00023880] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D25,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D25] (Places skelPelvis01 ""Bone"" [MISC:00023881] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D26,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D26] (Places skelBigBone01 ""Bone"" [MISC:0001DE26] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D27,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D27] (Places skelBoneThin01 ""Bone"" [MISC:000223A8] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D28,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D28] (Places skelClavicle01 ""Bone"" [MISC:00023880] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D29,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D29] (Places skelPelvis01 ""Bone"" [MISC:00023881] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D2A,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D2A] (Places skelBigBone01 ""Bone"" [MISC:0001DE26] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
3D010D2B,Oscuro's_Oblivion_Overhaul.esp,REFR,,"[REFR:56010D2B] (Places skelBoneThin01 ""Bone"" [MISC:000223A8] in CursedMine03 ""Red Grass Mine Lower Galleries"" [CELL:000579E6])","Cell+,""Record Header+"",XESP+",REFR|Cell:+;Record Header:+;XESP:+;,owns_record,present,review
